  0.10000000E+001  0.00000000E+000 -0.19949144E+001  0.00000000E+000  0.15000000E+001  0.00000000E+000  0.15000000E+001  0.00000000E+000  0.54881237E-007  0.00000000E+000  0.54881237E-007  0.00000000E+000  0.50000000E+000  0.00000000E+000 -0.18293746E-007  0.00000000E+000  0.99891001E-015  0.00000000E+000
  0.99999846E+000 -0.55815189E-005 -0.99999809E+000  0.55815189E-005  0.15000046E+001  0.16744557E-004  0.15000046E+001  0.16744557E-004  0.69192697E-007  0.69192051E-007  0.69192697E-007  0.69192051E-007  0.50000154E+000  0.55815189E-005 -0.23064232E-007 -0.23064017E-007 -0.59150453E-021  0.10310433E-013
  0.99999840E+000 -0.55111744E-005 -0.99999840E+000  0.55111744E-005  0.15000048E+001  0.16533523E-004  0.15000048E+001  0.16533523E-004  0.69960426E-007  0.69959747E-007  0.69960426E-007  0.69959747E-007  0.50000160E+000  0.55111744E-005 -0.23320142E-007 -0.23319916E-007  0.33019178E-028 -0.56923897E-021
  0.99999834E+000 -0.54443564E-005 -0.99999834E+000  0.54443564E-005  0.15000050E+001  0.16333069E-004  0.15000050E+001  0.16333069E-004  0.70736673E-007  0.70735960E-007  0.70736673E-007  0.70735960E-007  0.50000166E+000  0.54443564E-005 -0.23578891E-007 -0.23578653E-007  0.66212221E-042 -0.24961879E-026
  0.99999828E+000 -0.53809638E-005 -0.99999828E+000  0.53809638E-005  0.15000052E+001  0.16142891E-004  0.15000052E+001  0.16142891E-004  0.71521533E-007  0.71520786E-007  0.71521533E-007  0.71520786E-007  0.50000172E+000  0.53809638E-005 -0.23840511E-007 -0.23840262E-007  0.13769061E-055 -0.25238844E-026
  0.99999822E+000 -0.53208988E-005 -0.99999822E+000  0.53208988E-005  0.15000053E+001  0.15962697E-004  0.15000053E+001  0.15962697E-004  0.72315100E-007  0.72314320E-007  0.72315100E-007  0.72314320E-007  0.50000178E+000  0.53208988E-005 -0.24105033E-007 -0.24104773E-007  0.29283994E-069 -0.25518882E-026
  0.99999816E+000 -0.52640672E-005 -0.99999816E+000  0.52640672E-005  0.15000055E+001  0.15792202E-004  0.15000055E+001  0.15792202E-004  0.73117473E-007  0.73116658E-007  0.73117473E-007  0.73116658E-007  0.50000184E+000  0.52640672E-005 -0.24372491E-007 -0.24372219E-007  0.63239276E-083 -0.25802027E-026
  0.99999810E+000 -0.52103778E-005 -0.19949125E+001  0.52133231E-005  0.15000057E+001  0.15631133E-004  0.15000057E+001  0.15631133E-004  0.73928748E-007  0.73927898E-007  0.73928748E-007  0.73927898E-007  0.50000190E+000  0.52103778E-005 -0.24642916E-007 -0.24642633E-007  0.18126205E-014 -0.29571387E-007
  0.99999804E+000 -0.51597427E-005 -0.99999741E+000  0.51597427E-005  0.15000059E+001  0.15479228E-004  0.15000059E+001  0.15479228E-004  0.74749024E-007  0.74748139E-007  0.74749024E-007  0.74748139E-007  0.50000196E+000  0.51597427E-005 -0.24916341E-007 -0.24916046E-007 -0.11744997E-020  0.18950706E-013
  0.99999799E+000 -0.51120768E-005 -0.99999799E+000  0.51120768E-005  0.15000060E+001  0.15336231E-004  0.15000060E+001  0.15336231E-004  0.75578401E-007  0.75577481E-007  0.75578401E-007  0.75577481E-007  0.50000201E+000  0.51120768E-005 -0.25192800E-007 -0.25192494E-007  0.65563344E-028 -0.10462665E-020
  0.99999793E+000 -0.50672982E-005 -0.99999793E+000  0.50672982E-005  0.15000062E+001  0.15201895E-004  0.15000062E+001  0.15201895E-004  0.76416980E-007  0.76416024E-007  0.76416980E-007  0.76416024E-007  0.50000207E+000  0.50672982E-005 -0.25472327E-007 -0.25472008E-007  0.22368486E-041 -0.26966372E-026
  0.99999788E+000 -0.50253277E-005 -0.99999788E+000  0.50253277E-005  0.15000064E+001  0.15075983E-004  0.15000064E+001  0.15075983E-004  0.77264864E-007  0.77263871E-007  0.77264864E-007  0.77263871E-007  0.50000212E+000  0.50253277E-005 -0.25754955E-007 -0.25754624E-007  0.79141875E-055 -0.27265577E-026
  0.99999782E+000 -0.49860887E-005 -0.99999782E+000  0.49860887E-005  0.15000065E+001  0.14958266E-004  0.15000065E+001  0.14958266E-004  0.78122155E-007  0.78121125E-007  0.78122155E-007  0.78121125E-007  0.50000218E+000  0.49860887E-005 -0.26040718E-007 -0.26040375E-007  0.28637554E-068 -0.27568101E-026
  0.99999777E+000 -0.49495075E-005 -0.99999777E+000  0.49495075E-005  0.15000067E+001  0.14848523E-004  0.15000067E+001  0.14848523E-004  0.78988957E-007  0.78987890E-007  0.78988957E-007  0.78987890E-007  0.50000223E+000  0.49495075E-005 -0.26329652E-007 -0.26329297E-007  0.10521947E-081 -0.27873983E-026
  0.99999771E+000 -0.49155129E-005 -0.19949121E+001  0.49186947E-005  0.15000069E+001  0.14746539E-004  0.15000069E+001  0.14746539E-004  0.79865377E-007  0.79864272E-007  0.79865377E-007  0.79864272E-007  0.50000229E+000  0.49155129E-005 -0.26621792E-007 -0.26621424E-007  0.21154274E-014 -0.31946005E-007
  0.99999766E+000 -0.48840361E-005 -0.99999669E+000  0.48840361E-005  0.15000070E+001  0.14652108E-004  0.15000070E+001  0.14652108E-004  0.80751521E-007  0.80750377E-007  0.80751521E-007  0.80750377E-007  0.50000234E+000  0.48840361E-005 -0.26917174E-007 -0.26916792E-007 -0.20972194E-020  0.31323475E-013
  0.99999760E+000 -0.48550108E-005 -0.99999760E+000  0.48550108E-005  0.15000072E+001  0.14565032E-004  0.15000072E+001  0.14565032E-004  0.81647497E-007  0.81646314E-007  0.81647497E-007  0.81646314E-007  0.50000240E+000  0.48550108E-005 -0.27215832E-007 -0.27215438E-007  0.11707173E-027 -0.17293644E-020
  0.99999755E+000 -0.48283730E-005 -0.99999755E+000  0.48283730E-005  0.15000073E+001  0.14485119E-004  0.15000073E+001  0.14485119E-004  0.82553414E-007  0.82552191E-007  0.82553414E-007  0.82552191E-007  0.50000245E+000  0.48283730E-005 -0.27517805E-007 -0.27517397E-007  0.61112105E-041 -0.29131825E-026
  0.99999750E+000 -0.48040609E-005 -0.99999750E+000  0.48040609E-005  0.15000075E+001  0.14412183E-004  0.15000075E+001  0.14412183E-004  0.83469382E-007  0.83468119E-007  0.83469382E-007  0.83468119E-007  0.50000250E+000  0.48040609E-005 -0.27823127E-007 -0.27822706E-007  0.33082377E-054 -0.29455055E-026
  0.99999744E+000 -0.47820150E-005 -0.99999744E+000  0.47820150E-005  0.15000077E+001  0.14346045E-004  0.15000077E+001  0.14346045E-004  0.84395513E-007  0.84394209E-007  0.84395513E-007  0.84394209E-007  0.50000256E+000  0.47820150E-005 -0.28131838E-007 -0.28131403E-007  0.18315804E-067 -0.29781873E-026
  0.99999739E+000 -0.47621779E-005 -0.99999739E+000  0.47621779E-005  0.15000078E+001  0.14286534E-004  0.15000078E+001  0.14286534E-004  0.85331919E-007  0.85330574E-007  0.85331919E-007  0.85330574E-007  0.50000261E+000  0.47621779E-005 -0.28443973E-007 -0.28443525E-007  0.10296411E-080 -0.30112316E-026
  0.99999734E+000 -0.47444941E-005 -0.19949117E+001  0.47479315E-005  0.15000080E+001  0.14233482E-004  0.15000080E+001  0.14233482E-004  0.86278715E-007  0.86277327E-007  0.86278715E-007  0.86277327E-007  0.50000266E+000  0.47444941E-005 -0.28759572E-007 -0.28759109E-007  0.24688197E-014 -0.34511302E-007
  0.99999729E+000 -0.47289104E-005 -0.99999591E+000  0.47289104E-005  0.15000081E+001  0.14186731E-004  0.15000081E+001  0.14186731E-004  0.87236016E-007  0.87234585E-007  0.87236016E-007  0.87234585E-007  0.50000271E+000  0.47289104E-005 -0.29078672E-007 -0.29078195E-007 -0.34838695E-020  0.48166102E-013
  0.99999723E+000 -0.47153751E-005 -0.99999723E+000  0.47153751E-005  0.15000083E+001  0.14146125E-004  0.15000083E+001  0.14146125E-004  0.88203938E-007  0.88202464E-007  0.88203938E-007  0.88202464E-007  0.50000277E+000  0.47153751E-005 -0.29401313E-007 -0.29400821E-007  0.19447782E-027 -0.26592419E-020
  0.99999718E+000 -0.47038388E-005 -0.99999718E+000  0.47038388E-005  0.15000085E+001  0.14111516E-004  0.15000085E+001  0.14111516E-004  0.89182599E-007  0.89181081E-007  0.89182599E-007  0.89181081E-007  0.50000282E+000  0.47038388E-005 -0.29727533E-007 -0.29727027E-007  0.14450139E-040 -0.31471163E-026
  0.99999713E+000 -0.46942536E-005 -0.99999713E+000  0.46942536E-005  0.15000086E+001  0.14082761E-004  0.15000086E+001  0.14082761E-004  0.90172119E-007  0.90170556E-007  0.90172119E-007  0.90170556E-007  0.50000287E+000  0.46942536E-005 -0.30057373E-007 -0.30056852E-007  0.11134437E-053 -0.31820348E-026
  0.99999708E+000 -0.46865734E-005 -0.99999708E+000  0.46865734E-005  0.15000088E+001  0.14059720E-004  0.15000088E+001  0.14059720E-004  0.91172617E-007  0.91171008E-007  0.91172617E-007  0.91171008E-007  0.50000292E+000  0.46865734E-005 -0.30390872E-007 -0.30390336E-007  0.87745397E-067 -0.32173408E-026
  0.99999703E+000 -0.46807540E-005 -0.99999703E+000  0.46807540E-005  0.15000089E+001  0.14042262E-004  0.15000089E+001  0.14042262E-004  0.92184216E-007  0.92182561E-007  0.92184216E-007  0.92182561E-007  0.50000297E+000  0.46807540E-005 -0.30728072E-007 -0.30727520E-007  0.70211944E-080 -0.32530386E-026
  0.99999698E+000 -0.46767525E-005 -0.19949113E+001  0.46804658E-005  0.15000091E+001  0.14030257E-004  0.15000091E+001  0.14030257E-004  0.93207039E-007  0.93205337E-007  0.93207039E-007  0.93205337E-007  0.50000302E+000  0.46767525E-005 -0.31069013E-007 -0.31068446E-007  0.28812478E-014 -0.37282590E-007
  0.99999692E+000 -0.46745278E-005 -0.99999507E+000  0.46745278E-005  0.15000092E+001  0.14023584E-004  0.15000092E+001  0.14023584E-004  0.94241211E-007  0.94239460E-007  0.94241211E-007  0.94239460E-007  0.50000308E+000  0.46745278E-005 -0.31413737E-007 -0.31413153E-007 -0.54951793E-020  0.70325846E-013
  0.99999687E+000 -0.46740404E-005 -0.99999687E+000  0.46740404E-005  0.15000094E+001  0.14022121E-004  0.15000094E+001  0.14022121E-004  0.95286856E-007  0.95285056E-007  0.95286856E-007  0.95285056E-007  0.50000313E+000  0.46740404E-005 -0.31762285E-007 -0.31761685E-007  0.30675387E-027 -0.38826761E-020
  0.99999682E+000 -0.46752522E-005 -0.99999682E+000  0.46752522E-005  0.15000095E+001  0.14025757E-004  0.15000095E+001  0.14025757E-004  0.96344103E-007  0.96342253E-007  0.96344103E-007  0.96342253E-007  0.50000318E+000  0.46752522E-005 -0.32114701E-007 -0.32114084E-007  0.30804968E-040 -0.33998350E-026
  0.99999677E+000 -0.46781265E-005 -0.99999677E+000  0.46781265E-005  0.15000097E+001  0.14034379E-004  0.15000097E+001  0.14034379E-004  0.97413081E-007  0.97411180E-007  0.97413081E-007  0.97411180E-007  0.50000323E+000  0.46781265E-005 -0.32471027E-007 -0.32470393E-007  0.32080840E-053 -0.34375571E-026
  0.99999672E+000 -0.46826280E-005 -0.99999672E+000  0.46826280E-005  0.15000098E+001  0.14047884E-004  0.15000098E+001  0.14047884E-004  0.98493919E-007  0.98491966E-007  0.98493919E-007  0.98491966E-007  0.50000328E+000  0.46826280E-005 -0.32831306E-007 -0.32830655E-007  0.34168865E-066 -0.34756982E-026
  0.99999667E+000 -0.46887229E-005 -0.99999667E+000  0.46887229E-005  0.15000100E+001  0.14066169E-004  0.15000100E+001  0.14066169E-004  0.99586748E-007  0.99584743E-007  0.99586748E-007  0.99584743E-007  0.50000333E+000  0.46887229E-005 -0.33195583E-007 -0.33194914E-007  0.36952680E-079 -0.35142625E-026
  0.99999661E+000 -0.46963785E-005 -0.19949110E+001  0.47003900E-005  0.15000102E+001  0.14089135E-004  0.15000102E+001  0.14089135E-004  0.10069170E-006  0.10068964E-006  0.10069170E-006  0.10068964E-006  0.50000339E+000  0.46963785E-005 -0.33563901E-007 -0.33563215E-007  0.33625741E-014 -0.40276409E-007
  0.99999656E+000 -0.47055636E-005 -0.99999415E+000  0.47055636E-005  0.15000103E+001  0.14116691E-004  0.15000103E+001  0.14116691E-004  0.10180892E-006  0.10180680E-006  0.10180892E-006  0.10180680E-006  0.50000344E+000  0.47055636E-005 -0.33936306E-007 -0.33935601E-007 -0.83378901E-020  0.98774007E-013
  0.99999651E+000 -0.47162481E-005 -0.99999651E+000  0.47162481E-005  0.15000105E+001  0.14148744E-004  0.15000105E+001  0.14148744E-004  0.10293853E-006  0.10293636E-006  0.10293853E-006  0.10293636E-006  0.50000349E+000  0.47162481E-005 -0.34312842E-007 -0.34312119E-007  0.46544070E-027 -0.54532922E-020
  0.99999646E+000 -0.47284031E-005 -0.99999646E+000  0.47284031E-005  0.15000106E+001  0.14185209E-004  0.15000106E+001  0.14185209E-004  0.10408067E-006  0.10407844E-006  0.10408067E-006  0.10407844E-006  0.50000354E+000  0.47284031E-005 -0.34693557E-007 -0.34692815E-007  0.60768445E-040 -0.36728468E-026
  0.99999641E+000 -0.47420010E-005 -0.99999641E+000  0.47420010E-005  0.15000108E+001  0.14226003E-004  0.15000108E+001  0.14226003E-004  0.10523549E-006  0.10523320E-006  0.10523549E-006  0.10523320E-006  0.50000359E+000  0.47420010E-005 -0.35078495E-007 -0.35077734E-007  0.82278460E-053 -0.37135977E-026
  0.99999635E+000 -0.47570150E-005 -0.99999635E+000  0.47570150E-005  0.15000109E+001  0.14271045E-004  0.15000109E+001  0.14271045E-004  0.10640311E-006  0.10640077E-006  0.10640311E-006  0.10640077E-006  0.50000365E+000  0.47570150E-005 -0.35467705E-007 -0.35466924E-007  0.11393418E-065 -0.37548015E-026
  0.99999630E+000 -0.47734198E-005 -0.99999630E+000  0.47734198E-005  0.15000111E+001  0.14320260E-004  0.15000111E+001  0.14320260E-004  0.10758370E-006  0.10758129E-006  0.10758370E-006  0.10758129E-006  0.50000370E+000  0.47734198E-005 -0.35861232E-007 -0.35860431E-007  0.16019630E-078 -0.37964624E-026
  0.99999625E+000 -0.47911910E-005 -0.19949106E+001  0.47955246E-005  0.15000113E+001  0.14373573E-004  0.15000113E+001  0.14373573E-004  0.10877738E-006  0.10877491E-006  0.10877738E-006  0.10877491E-006  0.50000375E+000  0.47911910E-005 -0.36259126E-007 -0.36258305E-007  0.39243082E-014 -0.43510625E-007
  0.99999620E+000 -0.48103050E-005 -0.99999315E+000  0.48103050E-005  0.15000114E+001  0.14430915E-004  0.15000114E+001  0.14430915E-004  0.10998430E-006  0.10998178E-006  0.10998430E-006  0.10998178E-006  0.50000380E+000  0.48103050E-005 -0.36661434E-007 -0.36660592E-007 -0.12276522E-019  0.13462173E-012
  0.99999614E+000 -0.48307395E-005 -0.99999614E+000  0.48307395E-005  0.15000116E+001  0.14492218E-004  0.15000116E+001  0.14492218E-004  0.11120462E-006  0.11120203E-006  0.11120462E-006  0.11120203E-006  0.50000386E+000  0.48307395E-005 -0.37068207E-007 -0.37067343E-007  0.68530442E-027 -0.74324364E-020
  0.99999609E+000 -0.48524730E-005 -0.99999609E+000  0.48524730E-005  0.15000117E+001  0.14557419E-004  0.15000117E+001  0.14557419E-004  0.11243848E-006  0.11243582E-006  0.11243848E-006  0.11243582E-006  0.50000391E+000  0.48524730E-005 -0.37479492E-007 -0.37478607E-007  0.11288214E-039 -0.39677813E-026
  0.99999604E+000 -0.48754851E-005 -0.99999604E+000  0.48754851E-005  0.15000119E+001  0.14626455E-004  0.15000119E+001  0.14626455E-004  0.11368602E-006  0.11368330E-006  0.11368602E-006  0.11368330E-006  0.50000396E+000  0.48754851E-005 -0.37895340E-007 -0.37894433E-007  0.19282405E-052 -0.40118040E-026
  0.99999598E+000 -0.48997561E-005 -0.99999598E+000  0.48997561E-005  0.15000121E+001  0.14699268E-004  0.15000121E+001  0.14699268E-004  0.11494741E-006  0.11494462E-006  0.11494741E-006  0.11494462E-006  0.50000402E+000  0.48997561E-005 -0.38315803E-007 -0.38314873E-007  0.33686586E-065 -0.40563164E-026
  0.99999593E+000 -0.49252673E-005 -0.99999593E+000  0.49252673E-005  0.15000122E+001  0.14775802E-004  0.15000122E+001  0.14775802E-004  0.11622279E-006  0.11621993E-006  0.11622279E-006  0.11621993E-006  0.50000407E+000  0.49252673E-005 -0.38740930E-007 -0.38739977E-007  0.59756257E-078 -0.41013227E-026
  0.99999587E+000 -0.49520009E-005 -0.19949102E+001  0.49566826E-005  0.15000124E+001  0.14856003E-004  0.15000124E+001  0.14856003E-004  0.11751232E-006  0.11750939E-006  0.11751232E-006  0.11750939E-006  0.50000413E+000  0.49520009E-005 -0.39170774E-007 -0.39169798E-007  0.45798826E-014 -0.47004541E-007
  0.99999582E+000 -0.49799398E-005 -0.99999207E+000  0.49799398E-005  0.15000125E+001  0.14939820E-004  0.15000125E+001  0.14939820E-004  0.11881616E-006  0.11881316E-006  0.11881616E-006  0.11881316E-006  0.50000418E+000  0.49799399E-005 -0.39605388E-007 -0.39604387E-007 -0.17647933E-019  0.17913767E-012
  0.99999576E+000 -0.50090679E-005 -0.99999576E+000  0.50090679E-005  0.15000127E+001  0.15027204E-004  0.15000127E+001  0.15027204E-004  0.12013447E-006  0.12013140E-006  0.12013447E-006  0.12013140E-006  0.50000424E+000  0.50090679E-005 -0.40044823E-007 -0.40043798E-007  0.98514926E-027 -0.98901502E-020
  0.99999571E+000 -0.50393696E-005 -0.99999571E+000  0.50393696E-005  0.15000129E+001  0.15118109E-004  0.15000129E+001  0.15118109E-004  0.12146740E-006  0.12146425E-006  0.12146740E-006  0.12146425E-006  0.50000429E+000  0.50393696E-005 -0.40489134E-007 -0.40488084E-007  0.19988076E-039 -0.42863989E-026
  0.99999565E+000 -0.50708303E-005 -0.99999565E+000  0.50708303E-005  0.15000130E+001  0.15212491E-004  0.15000130E+001  0.15212491E-004  0.12281512E-006  0.12281190E-006  0.12281512E-006  0.12281190E-006  0.50000435E+000  0.50708303E-005 -0.40938374E-007 -0.40937300E-007  0.42056605E-052 -0.43339560E-026
  0.99999560E+000 -0.51034361E-005 -0.99999560E+000  0.51034361E-005  0.15000132E+001  0.15310308E-004  0.15000132E+001  0.15310308E-004  0.12417780E-006  0.12417450E-006  0.12417780E-006  0.12417450E-006  0.50000440E+000  0.51034361E-005 -0.41392599E-007 -0.41391498E-007  0.90501810E-065 -0.43820426E-026
  0.99999554E+000 -0.51371737E-005 -0.99999554E+000  0.51371737E-005  0.15000134E+001  0.15411521E-004  0.15000134E+001  0.15411521E-004  0.12555559E-006  0.12555221E-006  0.12555559E-006  0.12555221E-006  0.50000446E+000  0.51371738E-005 -0.41851864E-007 -0.41850736E-007  0.19774745E-077 -0.44306628E-026
  0.99999548E+000 -0.51720307E-005 -0.19949098E+001  0.51770883E-005  0.15000136E+001  0.15516092E-004  0.15000136E+001  0.15516092E-004  0.12694867E-006  0.12694521E-006  0.12694867E-006  0.12694521E-006  0.50000452E+000  0.51720307E-005 -0.42316224E-007 -0.42315069E-007  0.53449740E-014 -0.50779009E-007
  0.99999542E+000 -0.52079951E-005 -0.99999089E+000  0.52079951E-005  0.15000137E+001  0.15623985E-004  0.15000137E+001  0.15623985E-004  0.12835721E-006  0.12835366E-006  0.12835721E-006  0.12835366E-006  0.50000458E+000  0.52079951E-005 -0.42785736E-007 -0.42784554E-007 -0.24879303E-019  0.23376766E-012
  0.99999537E+000 -0.52450558E-005 -0.99999537E+000  0.52450558E-005  0.15000139E+001  0.15735168E-004  0.15000139E+001  0.15735168E-004  0.12978137E-006  0.12977774E-006  0.12978137E-006  0.12977774E-006  0.50000463E+000  0.52450558E-005 -0.43260457E-007 -0.43259247E-007  0.13888214E-026 -0.12906258E-019
  0.99999531E+000 -0.52832023E-005 -0.99999531E+000  0.52832023E-005  0.15000141E+001  0.15849607E-004  0.15000141E+001  0.15849607E-004  0.13122134E-006  0.13121762E-006  0.13122134E-006  0.13121762E-006  0.50000469E+000  0.52832023E-005 -0.43740445E-007 -0.43739206E-007  0.34038347E-039 -0.46306013E-026
  0.99999525E+000 -0.53224246E-005 -0.99999525E+000  0.53224246E-005  0.15000142E+001  0.15967274E-004  0.15000142E+001  0.15967274E-004  0.13267728E-006  0.13267347E-006  0.13267728E-006  0.13267347E-006  0.50000475E+000  0.53224246E-005 -0.44225759E-007 -0.44224491E-007  0.86513683E-052 -0.46819761E-026
