  0.15009902E+001  0.15010012E+001  0.15010122E+001  0.15010234E+001  0.15010347E+001  0.15010462E+001
  0.15010577E+001  0.15010694E+001  0.15010812E+001  0.15010932E+001  0.15011053E+001  0.15011175E+001
  0.15011298E+001  0.15011423E+001  0.15011549E+001  0.15011677E+001  0.15011806E+001  0.15011936E+001
  0.15012068E+001  0.15012201E+001  0.15012336E+001  0.15012472E+001  0.15012610E+001  0.15012749E+001
  0.15012890E+001  0.15013032E+001  0.15013176E+001  0.15013322E+001  0.15013469E+001  0.15013617E+001
  0.15013768E+001  0.15013920E+001  0.15014073E+001  0.15014229E+001  0.15014386E+001  0.15014544E+001
  0.15014705E+001  0.15014867E+001  0.15015031E+001  0.15015197E+001  0.15015365E+001  0.15015534E+001
  0.15015705E+001  0.15015879E+001  0.15016054E+001  0.15016231E+001  0.15016410E+001  0.15016591E+001
  0.15016774E+001  0.15016959E+001  0.15017146E+001  0.15017335E+001  0.15017526E+001  0.15017719E+001
  0.15017914E+001  0.15018112E+001  0.15018311E+001  0.15018513E+001  0.15018717E+001  0.15018923E+001
  0.15019131E+001  0.15019342E+001  0.15019555E+001  0.15019771E+001  0.15019988E+001  0.15020208E+001
  0.15020431E+001  0.15020656E+001  0.15020883E+001  0.15021113E+001  0.15021345E+001  0.15021580E+001
  0.15021818E+001  0.15022058E+001  0.15022301E+001  0.15022546E+001  0.15022794E+001  0.15023045E+001
  0.15023298E+001  0.15023554E+001  0.15023813E+001  0.15024075E+001  0.15024340E+001  0.15024608E+001
  0.15024878E+001  0.15025151E+001  0.15025428E+001  0.15025707E+001  0.15025990E+001  0.15026275E+001
  0.15026564E+001  0.15026856E+001  0.15027151E+001  0.15027449E+001  0.15027750E+001  0.15028055E+001
  0.15028363E+001  0.15028674E+001  0.15028989E+001  0.15029307E+001  0.15029628E+001  0.15029953E+001
  0.15030282E+001  0.15030614E+001  0.15030950E+001  0.15031289E+001  0.15031632E+001  0.15031979E+001
  0.15032330E+001  0.15032684E+001  0.15033042E+001  0.15033404E+001  0.15033770E+001  0.15034140E+001
  0.15034514E+001  0.15034892E+001  0.15035274E+001  0.15035660E+001  0.15036050E+001  0.15036445E+001
  0.15036844E+001  0.15037247E+001  0.15037654E+001  0.15038066E+001  0.15038482E+001  0.15038903E+001
  0.15039328E+001  0.15039758E+001  0.15040193E+001  0.15040632E+001  0.15041076E+001  0.15041524E+001
  0.15041978E+001  0.15042436E+001  0.15042899E+001  0.15043368E+001  0.15043841E+001  0.15044319E+001
  0.15044803E+001  0.15045291E+001  0.15045785E+001  0.15046284E+001  0.15046789E+001  0.15047299E+001
  0.15047814E+001  0.15048335E+001  0.15048862E+001  0.15049394E+001  0.15049932E+001  0.15050475E+001
  0.15051024E+001  0.15051580E+001  0.15052141E+001  0.15052708E+001  0.15053281E+001  0.15053860E+001
  0.15054446E+001  0.15055037E+001  0.15055635E+001  0.15056239E+001  0.15056850E+001  0.15057467E+001
  0.15058091E+001  0.15058721E+001  0.15059359E+001  0.15060002E+001  0.15060653E+001  0.15061310E+001
  0.15061975E+001  0.15062646E+001  0.15063325E+001  0.15064011E+001  0.15064704E+001  0.15065404E+001
  0.15066112E+001  0.15066827E+001  0.15067550E+001  0.15068280E+001  0.15069018E+001  0.15069764E+001
  0.15070517E+001  0.15071279E+001  0.15072048E+001  0.15072826E+001  0.15073612E+001  0.15074406E+001
  0.15075208E+001  0.15076019E+001  0.15076838E+001  0.15077666E+001  0.15078502E+001  0.15079347E+001
  0.15080201E+001  0.15081064E+001  0.15081936E+001  0.15082817E+001  0.15083707E+001  0.15084606E+001
  0.15085515E+001  0.15086433E+001  0.15087361E+001  0.15088298E+001  0.15089245E+001  0.15090202E+001
  0.15091169E+001  0.15092145E+001  0.15093132E+001  0.15094129E+001  0.15095136E+001  0.15096154E+001
  0.15097182E+001  0.15098220E+001  0.15099270E+001  0.15100330E+001  0.15101401E+001  0.15102483E+001
  0.15103576E+001  0.15104680E+001  0.15105796E+001  0.15106922E+001  0.15108061E+001  0.15109211E+001
  0.15110373E+001  0.15111546E+001  0.15112732E+001  0.15113929E+001  0.15115139E+001  0.15116361E+001
  0.15117595E+001  0.15118842E+001  0.15120101E+001  0.15121373E+001  0.15122658E+001  0.15123956E+001
  0.15125267E+001  0.15126591E+001  0.15127929E+001  0.15129280E+001  0.15130644E+001  0.15132022E+001
  0.15133414E+001  0.15134820E+001  0.15136240E+001  0.15137674E+001  0.15139122E+001  0.15140584E+001
  0.15142061E+001  0.15143553E+001  0.15145060E+001  0.15146581E+001  0.15148118E+001  0.15149669E+001
  0.15151236E+001  0.15152818E+001  0.15154416E+001  0.15156030E+001  0.15157659E+001  0.15159305E+001
  0.15160966E+001  0.15162644E+001  0.15164338E+001  0.15166048E+001  0.15167775E+001  0.15169519E+001
  0.15171280E+001  0.15173058E+001  0.15174853E+001  0.15176665E+001  0.15178495E+001  0.15180342E+001
  0.15182207E+001  0.15184090E+001  0.15185991E+001  0.15187911E+001  0.15189848E+001  0.15191804E+001
  0.15193779E+001  0.15195772E+001  0.15197784E+001  0.15199815E+001  0.15201866E+001  0.15203935E+001
  0.15206025E+001  0.15208134E+001  0.15210262E+001  0.15212411E+001  0.15214579E+001  0.15216768E+001
  0.15218977E+001  0.15221207E+001  0.15223458E+001  0.15225729E+001  0.15228021E+001  0.15230334E+001
  0.15232669E+001  0.15235025E+001  0.15237403E+001  0.15239802E+001  0.15242223E+001  0.15244667E+001
  0.15247132E+001  0.15249620E+001  0.15252130E+001  0.15254663E+001  0.15257219E+001  0.15259798E+001
  0.15262399E+001  0.15265025E+001  0.15267673E+001  0.15270345E+001  0.15273041E+001  0.15275760E+001
  0.15278504E+001  0.15281272E+001  0.15284064E+001  0.15286881E+001  0.15289722E+001  0.15292588E+001
  0.15295479E+001  0.15298395E+001  0.15301336E+001  0.15304302E+001  0.15307294E+001  0.15310312E+001
  0.15313356E+001  0.15316425E+001  0.15319521E+001  0.15322643E+001  0.15325791E+001  0.15328966E+001
  0.15332167E+001  0.15335396E+001  0.15338651E+001  0.15341934E+001  0.15345243E+001  0.15348580E+001
  0.15351945E+001  0.15355337E+001  0.15358757E+001  0.15362205E+001  0.15365681E+001  0.15369185E+001
  0.15372718E+001  0.15376279E+001  0.15379869E+001  0.15383487E+001  0.15387134E+001  0.15390811E+001
  0.15394516E+001  0.15398250E+001  0.15402014E+001  0.15405807E+001  0.15409630E+001  0.15413483E+001
  0.15417365E+001  0.15421277E+001  0.15425220E+001  0.15429192E+001  0.15433195E+001  0.15437228E+001
  0.15441291E+001  0.15445385E+001  0.15449510E+001  0.15453665E+001  0.15457851E+001  0.15462068E+001
  0.15466317E+001  0.15470596E+001  0.15474906E+001  0.15479248E+001  0.15483621E+001  0.15488025E+001
  0.15492461E+001  0.15496929E+001  0.15501428E+001  0.15505959E+001  0.15510522E+001  0.15515116E+001
  0.15519742E+001  0.15524401E+001  0.15529091E+001  0.15533813E+001  0.15538568E+001  0.15543354E+001
  0.15548173E+001  0.15553024E+001  0.15557907E+001  0.15562823E+001  0.15567771E+001  0.15572751E+001
  0.15577763E+001  0.15582808E+001  0.15587885E+001  0.15592995E+001  0.15598137E+001  0.15603311E+001
  0.15608518E+001  0.15613757E+001  0.15619029E+001  0.15624333E+001  0.15629669E+001  0.15635037E+001
  0.15640438E+001  0.15645872E+001  0.15651337E+001  0.15656835E+001  0.15662364E+001  0.15667926E+001
  0.15673520E+001  0.15679146E+001  0.15684804E+001  0.15690494E+001  0.15696216E+001  0.15701969E+001
  0.15707755E+001  0.15713571E+001  0.15719420E+001  0.15725300E+001  0.15731211E+001  0.15737153E+001
  0.15743127E+001  0.15749131E+001  0.15755167E+001  0.15761233E+001  0.15767330E+001  0.15773458E+001
  0.15779616E+001  0.15785804E+001  0.15792023E+001  0.15798272E+001  0.15804550E+001  0.15810858E+001
  0.15817196E+001  0.15823563E+001  0.15829960E+001  0.15836386E+001  0.15842840E+001  0.15849323E+001
  0.15855835E+001  0.15862375E+001  0.15868944E+001  0.15875540E+001  0.15882164E+001  0.15888815E+001
  0.15895494E+001  0.15902200E+001  0.15908933E+001  0.15915693E+001  0.15922479E+001  0.15929291E+001
  0.15936129E+001  0.15942993E+001  0.15949883E+001  0.15956797E+001  0.15963737E+001  0.15970701E+001
  0.15977690E+001  0.15984703E+001  0.15991739E+001  0.15998799E+001  0.16005883E+001  0.16012990E+001
  0.16020119E+001  0.16027271E+001  0.16034444E+001  0.16041640E+001  0.16048857E+001  0.16056095E+001
  0.16063355E+001  0.16070634E+001  0.16077934E+001  0.16085254E+001  0.16092593E+001  0.16099952E+001
  0.16107329E+001  0.16114725E+001  0.16122139E+001  0.16129571E+001  0.16137021E+001  0.16144487E+001
  0.16151970E+001  0.16159470E+001  0.16166986E+001  0.16174517E+001  0.16182063E+001  0.16189625E+001
  0.16197201E+001  0.16204791E+001  0.16212394E+001  0.16220011E+001  0.16227641E+001  0.16235284E+001
  0.16242939E+001  0.16250605E+001  0.16258283E+001  0.16265971E+001  0.16273671E+001  0.16281380E+001
  0.16289099E+001  0.16296827E+001  0.16304565E+001  0.16312310E+001  0.16320064E+001  0.16327826E+001
  0.16335594E+001  0.16343369E+001  0.16351151E+001  0.16358939E+001  0.16366732E+001  0.16374530E+001
  0.16382333E+001  0.16390140E+001  0.16397951E+001  0.16405766E+001  0.16413583E+001  0.16421402E+001
  0.16429224E+001  0.16437048E+001  0.16444872E+001  0.16452698E+001  0.16460523E+001  0.16468349E+001
  0.16476174E+001  0.16483998E+001  0.16491821E+001  0.16499642E+001  0.16507461E+001  0.16515276E+001
  0.16523089E+001  0.16530899E+001  0.16538704E+001  0.16546504E+001  0.16554300E+001  0.16562091E+001
  0.16569876E+001  0.16577654E+001  0.16585429E+001  0.16593199E+001  0.16596630E+001  0.16600060E+001
  0.16603488E+001  0.16606914E+001  0.16610338E+001  0.16613761E+001  0.16617181E+001  0.16620600E+001
  0.16624016E+001  0.16627430E+001  0.16630841E+001  0.16634251E+001  0.16637657E+001  0.16641061E+001
  0.16644462E+001  0.16647860E+001  0.16651254E+001  0.16654646E+001  0.16658033E+001  0.16661417E+001
  0.16664796E+001  0.16668172E+001  0.16671542E+001  0.16674909E+001  0.16678270E+001  0.16681625E+001
  0.16684976E+001  0.16688320E+001  0.16691659E+001  0.16694991E+001  0.16698316E+001  0.16701635E+001
  0.16704946E+001  0.16708250E+001  0.16711545E+001  0.16714833E+001  0.16718112E+001  0.16721382E+001
  0.16724642E+001  0.16727893E+001  0.16731134E+001  0.16734364E+001  0.16737583E+001  0.16740791E+001
  0.16743987E+001  0.16747170E+001  0.16750341E+001  0.16753498E+001  0.16756642E+001  0.16759771E+001
  0.16762885E+001  0.16765984E+001  0.16769066E+001  0.16772132E+001  0.16775181E+001  0.16778211E+001
  0.16781223E+001  0.16784215E+001  0.16787187E+001  0.16790139E+001  0.16793068E+001  0.16795976E+001
  0.16798860E+001  0.16801720E+001  0.16804555E+001  0.16807365E+001  0.16810147E+001  0.16812903E+001
  0.16815629E+001  0.16818327E+001  0.16820994E+001  0.16823630E+001  0.16826233E+001  0.16828803E+001
  0.16831339E+001  0.16833840E+001  0.16836304E+001  0.16838731E+001  0.16841120E+001  0.16843470E+001
  0.16845779E+001  0.16848047E+001  0.16850273E+001  0.16852456E+001  0.16854594E+001  0.16856688E+001
  0.16858736E+001  0.16860737E+001  0.16862690E+001  0.16864595E+001  0.16866451E+001  0.16868257E+001
  0.16870012E+001  0.16871717E+001  0.16873369E+001  0.16874969E+001  0.16876516E+001  0.16878010E+001
  0.16879451E+001  0.16880837E+001  0.16882169E+001  0.16883446E+001  0.16884669E+001  0.16885836E+001
  0.16886949E+001  0.16888007E+001  0.16889011E+001  0.16889959E+001  0.16890853E+001  0.16891693E+001
  0.16892479E+001  0.16893211E+001  0.16893890E+001  0.16894516E+001  0.16895089E+001  0.16895611E+001
  0.16896082E+001  0.16896502E+001  0.16896873E+001  0.16897194E+001  0.16897467E+001  0.16897693E+001
  0.16897871E+001  0.16898004E+001  0.16898092E+001  0.16898136E+001  0.16898136E+001  0.16898095E+001
  0.16898013E+001  0.16897890E+001  0.16897728E+001  0.16897529E+001  0.16897292E+001  0.16897019E+001
  0.16896712E+001  0.16896370E+001  0.16895996E+001  0.16895591E+001  0.16895155E+001  0.16894689E+001
  0.16894195E+001  0.16893674E+001  0.16893127E+001  0.16892554E+001  0.16891958E+001  0.16891338E+001
  0.16890697E+001  0.16890035E+001  0.16889353E+001  0.16888651E+001  0.16887933E+001  0.16887197E+001
  0.16886445E+001  0.16885679E+001  0.16884899E+001  0.16884105E+001  0.16883300E+001  0.16882483E+001
  0.16881657E+001  0.16880820E+001  0.16879976E+001  0.16879124E+001  0.16878265E+001  0.16877400E+001
  0.16876530E+001  0.16875655E+001  0.16874777E+001  0.16873896E+001  0.16873013E+001  0.16872129E+001
  0.16871244E+001  0.16870359E+001  0.16869475E+001  0.16868592E+001  0.16867712E+001  0.16866834E+001
  0.16865959E+001  0.16865089E+001  0.16864223E+001  0.16863362E+001  0.16862507E+001  0.16861658E+001
  0.16860816E+001  0.16859982E+001  0.16859155E+001  0.16858336E+001  0.16857527E+001  0.16856727E+001
  0.16855936E+001  0.16855156E+001  0.16854387E+001  0.16853628E+001  0.16852881E+001  0.16852146E+001
  0.16851424E+001  0.16850714E+001  0.16850017E+001  0.16849334E+001  0.16848664E+001  0.16848008E+001
  0.16845305E+001  0.16842905E+001  0.16840830E+001  0.16839098E+001  0.16837723E+001  0.16836719E+001
  0.16836096E+001  0.16835860E+001  0.16836017E+001  0.16836571E+001  0.16837522E+001  0.16838871E+001
  0.16840617E+001  0.16842755E+001  0.16845282E+001  0.16848192E+001  0.16851481E+001  0.16855139E+001
  0.16859160E+001  0.16863536E+001  0.16868256E+001  0.16873312E+001  0.16878694E+001  0.16884392E+001
  0.16890394E+001  0.16896691E+001  0.16903271E+001  0.16910123E+001  0.16917236E+001  0.16924599E+001
  0.16932201E+001  0.16940030E+001  0.16948075E+001  0.16956326E+001  0.16964771E+001  0.16973400E+001
  0.16982202E+001  0.16991166E+001  0.17000282E+001  0.17009540E+001  0.17018930E+001  0.17028442E+001
  0.17038067E+001  0.17047795E+001  0.17057618E+001  0.17067526E+001  0.17077512E+001  0.17087566E+001
  0.17097681E+001  0.17107848E+001  0.17118061E+001  0.17128312E+001  0.17138594E+001  0.17148899E+001
  0.17159222E+001  0.17169556E+001  0.17179894E+001  0.17190232E+001  0.17200563E+001  0.17210882E+001
  0.17221183E+001  0.17231462E+001  0.17241714E+001  0.17251935E+001  0.17262119E+001  0.17272263E+001
  0.17282363E+001  0.17292416E+001  0.17302416E+001  0.17312362E+001  0.17322250E+001  0.17332077E+001
  0.17341839E+001  0.17351535E+001  0.17361162E+001  0.17370717E+001  0.17380198E+001  0.17389603E+001
  0.17398930E+001  0.17408178E+001  0.17417344E+001  0.17426427E+001  0.17435425E+001  0.17444338E+001
  0.17453163E+001  0.17461900E+001  0.17470549E+001  0.17479107E+001  0.17487574E+001  0.17495950E+001
  0.17504234E+001  0.17512425E+001  0.17520523E+001  0.17528527E+001  0.17536438E+001  0.17544254E+001
  0.17551977E+001  0.17559605E+001  0.17567139E+001  0.17574579E+001  0.17581925E+001  0.17589177E+001
  0.17596335E+001  0.17603400E+001  0.17610372E+001  0.17617251E+001  0.17624038E+001  0.17630733E+001
  0.17637337E+001  0.17643850E+001  0.17650273E+001  0.17656607E+001  0.17662851E+001  0.17669007E+001
  0.17675075E+001  0.17681057E+001  0.17686953E+001  0.17692763E+001  0.17698488E+001  0.17704130E+001
  0.17709689E+001  0.17715167E+001  0.17720563E+001  0.17725878E+001  0.17731115E+001  0.17736273E+001
  0.17741354E+001  0.17746358E+001  0.17751287E+001  0.17756141E+001  0.17760922E+001  0.17765631E+001
  0.17770268E+001  0.17774834E+001  0.17779331E+001  0.17783760E+001  0.17788121E+001  0.17792416E+001
  0.17796647E+001  0.17800813E+001  0.17804916E+001  0.17808957E+001  0.17812937E+001  0.17816858E+001
  0.17820720E+001  0.17824525E+001  0.17828273E+001  0.17831967E+001  0.17835606E+001  0.17839193E+001
  0.17842728E+001  0.17846212E+001  0.17849648E+001  0.17853035E+001  0.17856376E+001  0.17859671E+001
  0.17862922E+001  0.17866130E+001  0.17869296E+001  0.17872421E+001  0.17875508E+001  0.17878557E+001
  0.17881570E+001  0.17884548E+001  0.17887492E+001  0.17890404E+001  0.17893286E+001  0.17896139E+001
  0.17898965E+001  0.17901765E+001  0.17904540E+001  0.17907294E+001  0.17910026E+001  0.17912740E+001
  0.17915437E+001  0.17918119E+001  0.17920788E+001  0.17923446E+001  0.17926095E+001  0.17928737E+001
  0.17931376E+001  0.17934012E+001  0.17936650E+001  0.17939290E+001  0.17941937E+001  0.17944593E+001
  0.17947260E+001  0.17949943E+001  0.17952644E+001  0.17955367E+001  0.17958116E+001  0.17960893E+001
  0.17963705E+001  0.17966553E+001  0.17969444E+001  0.17972382E+001  0.17975371E+001  0.17978417E+001
  0.17981526E+001  0.17984703E+001  0.17987954E+001  0.17991286E+001  0.17994706E+001  0.17998221E+001
  0.18001839E+001  0.18005568E+001  0.18009416E+001  0.18013393E+001  0.18017508E+001  0.18021772E+001
  0.18026196E+001  0.18030791E+001  0.18035569E+001  0.18040543E+001  0.18045727E+001  0.18051136E+001
  0.18056785E+001  0.18062690E+001  0.18068869E+001  0.18075340E+001  0.18082123E+001  0.18089238E+001
  0.18096708E+001  0.18104555E+001  0.18112804E+001  0.18121482E+001  0.18130615E+001  0.18140233E+001
  0.18150367E+001  0.18161051E+001  0.18172317E+001  0.18184204E+001  0.18196749E+001  0.18209995E+001
  0.18223983E+001  0.18238759E+001  0.18254372E+001  0.18270873E+001  0.18288314E+001  0.18306753E+001
  0.18326247E+001  0.18346860E+001  0.18368656E+001  0.18391705E+001  0.18416077E+001  0.18441849E+001
  0.18469099E+001  0.18497909E+001  0.18528365E+001  0.18560556E+001  0.18594575E+001  0.18630519E+001
  0.18668488E+001  0.18708586E+001  0.18750919E+001  0.18795599E+001  0.18842738E+001  0.18892454E+001
  0.18944866E+001  0.19000095E+001  0.19058267E+001  0.19119507E+001  0.19183942E+001  0.19251702E+001
  0.19322915E+001  0.19397711E+001  0.19476217E+001  0.19558562E+001  0.19644870E+001  0.19735265E+001
  0.19829864E+001  0.19928785E+001  0.20032135E+001  0.20140021E+001  0.20252538E+001  0.20369777E+001
  0.20491819E+001  0.20618736E+001  0.20750591E+001  0.20887434E+001  0.21029305E+001  0.21176232E+001
  0.21328230E+001  0.21485300E+001  0.21647430E+001  0.21814595E+001  0.21986754E+001  0.22163854E+001
  0.22345825E+001  0.22532586E+001  0.22724040E+001  0.22920078E+001  0.23120576E+001  0.23325399E+001
  0.23534401E+001  0.23747423E+001  0.23964297E+001  0.24184844E+001  0.24408878E+001  0.24636205E+001
  0.15000000E+001  0.15000003E+001  0.15000005E+001  0.15000008E+001  0.15000010E+001  0.15000013E+001
  0.15000015E+001  0.15000017E+001  0.15000020E+001  0.15000022E+001  0.15000024E+001  0.15000026E+001
  0.15000029E+001  0.15000031E+001  0.15000033E+001  0.15000035E+001  0.15000037E+001  0.15000039E+001
  0.15000041E+001  0.15000043E+001  0.15000044E+001  0.15000046E+001  0.15000048E+001  0.15000050E+001
