 -0.23025851E+002  0.99999998E+000
 -0.23002802E+002  0.99999998E+000
 -0.22979753E+002  0.99999998E+000
 -0.22956704E+002  0.99999998E+000
 -0.22933655E+002  0.99999998E+000
 -0.22910606E+002  0.99999998E+000
 -0.22887558E+002  0.99999998E+000
 -0.22864509E+002  0.99999998E+000
 -0.22841460E+002  0.99999998E+000
 -0.22818411E+002  0.99999998E+000
 -0.22795362E+002  0.99999998E+000
 -0.22772313E+002  0.99999998E+000
 -0.22749264E+002  0.99999998E+000
 -0.22726215E+002  0.99999999E+000
 -0.22703166E+002  0.99999999E+000
 -0.22680117E+002  0.99999999E+000
 -0.22657069E+002  0.99999999E+000
 -0.22634020E+002  0.99999999E+000
 -0.22610971E+002  0.99999999E+000
 -0.22587922E+002  0.99999999E+000
 -0.22564873E+002  0.99999999E+000
 -0.22541824E+002  0.99999999E+000
 -0.22518775E+002  0.99999999E+000
 -0.22495726E+002  0.99999999E+000
 -0.22472677E+002  0.99999999E+000
 -0.22449628E+002  0.99999999E+000
 -0.22426580E+002  0.99999999E+000
 -0.22403531E+002  0.99999999E+000
 -0.22380482E+002  0.99999999E+000
 -0.22357433E+002  0.99999999E+000
 -0.22334384E+002  0.99999999E+000
 -0.22311335E+002  0.99999999E+000
 -0.22288286E+002  0.99999999E+000
 -0.22265237E+002  0.99999999E+000
 -0.22242188E+002  0.99999999E+000
 -0.22219139E+002  0.99999999E+000
 -0.22196091E+002  0.99999999E+000
 -0.22173042E+002  0.99999999E+000
 -0.22149993E+002  0.99999999E+000
 -0.22126944E+002  0.99999999E+000
 -0.22103895E+002  0.99999999E+000
 -0.22080846E+002  0.99999999E+000
 -0.22057797E+002  0.99999999E+000
 -0.22034748E+002  0.99999999E+000
 -0.22011699E+002  0.99999999E+000
 -0.21988650E+002  0.10000000E+001
 -0.21965602E+002  0.10000000E+001
 -0.21942553E+002  0.10000000E+001
 -0.21919504E+002  0.10000000E+001
 -0.21896455E+002  0.10000000E+001
 -0.21873406E+002  0.10000000E+001
 -0.21850357E+002  0.10000000E+001
 -0.21827308E+002  0.10000000E+001
 -0.21804259E+002  0.10000000E+001
 -0.21781210E+002  0.10000000E+001
 -0.21758161E+002  0.10000000E+001
 -0.21735113E+002  0.10000000E+001
 -0.21712064E+002  0.10000000E+001
 -0.21689015E+002  0.10000000E+001
 -0.21665966E+002  0.10000000E+001
 -0.21642917E+002  0.10000000E+001
 -0.21619868E+002  0.10000000E+001
 -0.21596819E+002  0.10000000E+001
 -0.21573770E+002  0.10000000E+001
 -0.21550721E+002  0.10000000E+001
 -0.21527672E+002  0.10000000E+001
 -0.21504624E+002  0.10000000E+001
 -0.21481575E+002  0.10000000E+001
 -0.21458526E+002  0.10000000E+001
 -0.21435477E+002  0.10000000E+001
 -0.21412428E+002  0.10000000E+001
 -0.21389379E+002  0.10000000E+001
 -0.21366330E+002  0.10000000E+001
 -0.21343281E+002  0.10000000E+001
 -0.21320232E+002  0.10000000E+001
 -0.21297183E+002  0.10000000E+001
 -0.21274135E+002  0.10000000E+001
 -0.21251086E+002  0.10000000E+001
 -0.21228037E+002  0.10000000E+001
 -0.21204988E+002  0.10000000E+001
 -0.21181939E+002  0.10000000E+001
 -0.21158890E+002  0.10000000E+001
 -0.21135841E+002  0.10000000E+001
 -0.21112792E+002  0.10000000E+001
 -0.21089743E+002  0.10000000E+001
 -0.21066694E+002  0.10000000E+001
 -0.21043646E+002  0.10000000E+001
 -0.21020597E+002  0.10000000E+001
 -0.20997548E+002  0.10000000E+001
 -0.20974499E+002  0.10000000E+001
 -0.20951450E+002  0.10000000E+001
 -0.20928401E+002  0.10000000E+001
 -0.20905352E+002  0.10000000E+001
 -0.20882303E+002  0.10000000E+001
 -0.20859254E+002  0.10000000E+001
 -0.20836205E+002  0.10000000E+001
 -0.20813157E+002  0.10000000E+001
 -0.20790108E+002  0.10000000E+001
 -0.20767059E+002  0.10000000E+001
 -0.20744010E+002  0.10000000E+001
 -0.20720961E+002  0.10000000E+001
 -0.20697912E+002  0.10000000E+001
 -0.20674863E+002  0.10000000E+001
 -0.20651814E+002  0.10000000E+001
 -0.20628765E+002  0.10000000E+001
 -0.20605716E+002  0.10000000E+001
 -0.20582668E+002  0.10000000E+001
 -0.20559619E+002  0.10000000E+001
 -0.20536570E+002  0.10000000E+001
 -0.20513521E+002  0.10000000E+001
 -0.20490472E+002  0.10000000E+001
 -0.20467423E+002  0.10000000E+001
 -0.20444374E+002  0.10000000E+001
 -0.20421325E+002  0.10000000E+001
 -0.20398276E+002  0.10000000E+001
 -0.20375227E+002  0.10000000E+001
 -0.20352179E+002  0.10000000E+001
 -0.20329130E+002  0.10000000E+001
 -0.20306081E+002  0.10000000E+001
 -0.20283032E+002  0.10000000E+001
 -0.20259983E+002  0.10000000E+001
 -0.20236934E+002  0.10000000E+001
 -0.20213885E+002  0.10000000E+001
 -0.20190836E+002  0.10000000E+001
 -0.20167787E+002  0.10000000E+001
 -0.20144738E+002  0.10000000E+001
 -0.20121690E+002  0.10000000E+001
 -0.20098641E+002  0.10000000E+001
 -0.20075592E+002  0.10000000E+001
 -0.20052543E+002  0.10000000E+001
 -0.20029494E+002  0.10000000E+001
 -0.20006445E+002  0.10000000E+001
 -0.19983396E+002  0.10000000E+001
 -0.19960347E+002  0.10000000E+001
 -0.19937298E+002  0.10000000E+001
 -0.19914249E+002  0.10000000E+001
 -0.19891201E+002  0.10000000E+001
 -0.19868152E+002  0.10000000E+001
 -0.19845103E+002  0.10000000E+001
 -0.19822054E+002  0.10000000E+001
 -0.19799005E+002  0.10000000E+001
